nuts2_id,country,scenario,cf
BG31,Bulgaria,Baseline,1220.36
BG31,Bulgaria,Baseline,1145.84
BG31,Bulgaria,Baseline,1484.86
BG31,Bulgaria,Baseline,3197.93
BG31,Bulgaria,Baseline,1328.14
BG31,Bulgaria,Baseline,2716.3
BG31,Bulgaria,Baseline,2933.3
BG31,Bulgaria,Baseline,2189.87
BG31,Bulgaria,Baseline,1339.39
BG31,Bulgaria,Baseline,3427.7
BG31,Bulgaria,Baseline,1883.27
BG31,Bulgaria,Baseline,1209.55
BG31,Bulgaria,Baseline,1109.46
BG31,Bulgaria,Baseline,1092.74
BG31,Bulgaria,Baseline,1050.14
BG31,Bulgaria,Baseline,1739.83
BG31,Bulgaria,Baseline,1188.39
BG31,Bulgaria,Baseline,1716.73
BG31,Bulgaria,Baseline,2919.93
BG31,Bulgaria,Baseline,1634.38
BG31,Bulgaria,Baseline,945.98
BG31,Bulgaria,Baseline,1209.67
BG31,Bulgaria,Baseline,1483.94
BG31,Bulgaria,Baseline,2345.82
BG31,Bulgaria,Baseline,3296.45
BG31,Bulgaria,Baseline,823.48
BG31,Bulgaria,Baseline,1021.68
BG31,Bulgaria,Baseline,1540.94
BG31,Bulgaria,Baseline,1008.58
BG31,Bulgaria,Baseline,1410.02
BG31,Bulgaria,Baseline,2320.24
BG31,Bulgaria,Baseline,1257.74
BG31,Bulgaria,Baseline,895.62
BG31,Bulgaria,Baseline,1917.09
BG31,Bulgaria,Baseline,1896.43
BG31,Bulgaria,Baseline,2381.43
BG31,Bulgaria,Baseline,1286.43
BG31,Bulgaria,Baseline,991.64
BG31,Bulgaria,Baseline,641.06
BG31,Bulgaria,Baseline,1296.99
BG31,Bulgaria,Baseline,1358.11
BG31,Bulgaria,Baseline,1145.62
BG31,Bulgaria,Baseline,1357.14
BG31,Bulgaria,Baseline,1599.08
BG31,Bulgaria,Baseline,1954.67
BG31,Bulgaria,Baseline,562.89
BG31,Bulgaria,Baseline,1795.52
BG31,Bulgaria,Baseline,1705.72
BG31,Bulgaria,Baseline,560.05
BG31,Bulgaria,Baseline,2921.59
BG31,Bulgaria,Baseline,1492.57
BG31,Bulgaria,Baseline,1356.87
BG31,Bulgaria,Baseline,886.63
BG31,Bulgaria,Baseline,1337.62
BG31,Bulgaria,Baseline,1603
BG31,Bulgaria,Baseline,1109.27
BG31,Bulgaria,Baseline,1824.53
BG31,Bulgaria,Baseline,1685.24
BG31,Bulgaria,Baseline,1072.65
BG31,Bulgaria,Baseline,2107.16
BG31,Bulgaria,Baseline,1187.37
BG31,Bulgaria,Baseline,1701.18
BG31,Bulgaria,Baseline,849.8
BG31,Bulgaria,Baseline,1358.32
BG31,Bulgaria,Baseline,1654.3
BG31,Bulgaria,Baseline,3268.18
BG31,Bulgaria,Baseline,1454.08
BG31,Bulgaria,Baseline,672.58
BG31,Bulgaria,Baseline,1354.12
BG31,Bulgaria,Baseline,1403.5
BG31,Bulgaria,Baseline,908.04
BG31,Bulgaria,Baseline,1094.43
BG31,Bulgaria,Baseline,1034.4
BG31,Bulgaria,Baseline,4394.78
BG31,Bulgaria,Baseline,704.38
BG31,Bulgaria,Baseline,1053.47
BG31,Bulgaria,Baseline,1160.74
BG31,Bulgaria,Baseline,2413.82
BG31,Bulgaria,Baseline,759.57
BG31,Bulgaria,Baseline,1055.25
BG31,Bulgaria,Baseline,4380.45
BG31,Bulgaria,Baseline,1303.1
BG31,Bulgaria,Baseline,1643.48
BG31,Bulgaria,Baseline,1075.09
BG31,Bulgaria,Baseline,1400.82
BG31,Bulgaria,Baseline,1412.76
BG31,Bulgaria,Baseline,1612.88
BG31,Bulgaria,Baseline,676.69
BG31,Bulgaria,Baseline,1506.62
BG31,Bulgaria,Baseline,1818.98
BG31,Bulgaria,Baseline,774.81
BG31,Bulgaria,Baseline,1486.76
BG31,Bulgaria,Baseline,1133.98
BG31,Bulgaria,Baseline,1126.77
BG31,Bulgaria,Baseline,1799.27
BG31,Bulgaria,Baseline,1497.55
BG31,Bulgaria,Baseline,1708.75
BG31,Bulgaria,Baseline,619.14
BG31,Bulgaria,Baseline,1543.53
BG31,Bulgaria,Baseline,1860.91
BG31,Bulgaria,Baseline,1365.27
BG31,Bulgaria,Baseline,1610.88
BG31,Bulgaria,Baseline,3322.4
BG31,Bulgaria,Baseline,1800.1
BG31,Bulgaria,Baseline,988.66
BG31,Bulgaria,Baseline,1299.24
BG31,Bulgaria,Baseline,966.42
BG31,Bulgaria,Baseline,1639.51
BG31,Bulgaria,Baseline,695.99
BG31,Bulgaria,Baseline,1979.62
BG31,Bulgaria,Baseline,1534.08
BG31,Bulgaria,Baseline,849.45
BG31,Bulgaria,Baseline,1337.51
BG31,Bulgaria,Baseline,1417.06
BG31,Bulgaria,Baseline,1378.99
BG31,Bulgaria,Baseline,478.27
BG31,Bulgaria,Baseline,1100.65
BG31,Bulgaria,Baseline,3693.47
BG31,Bulgaria,Baseline,485.84
BG31,Bulgaria,Baseline,947.88
BG31,Bulgaria,Baseline,1532.9
BG31,Bulgaria,Baseline,1364.79
BG31,Bulgaria,Baseline,774.55
BG31,Bulgaria,Baseline,1662.71
BG31,Bulgaria,Baseline,1080.51
BG31,Bulgaria,Baseline,1363.87
BG31,Bulgaria,Baseline,446.09
BG31,Bulgaria,Baseline,533.14
BG31,Bulgaria,Baseline,698.31
BG31,Bulgaria,Baseline,366.53
BG31,Bulgaria,Baseline,405.62
BG31,Bulgaria,Baseline,364.56
BG31,Bulgaria,Baseline,2541.88
BG31,Bulgaria,Baseline,843.44
BG31,Bulgaria,Baseline,1140.34
BG31,Bulgaria,Baseline,1028.86
BG31,Bulgaria,Baseline,639.95
BG31,Bulgaria,Baseline,448.34
BG31,Bulgaria,Baseline,911.15
BG31,Bulgaria,Baseline,1927.2
BG31,Bulgaria,Baseline,2060.59
BG31,Bulgaria,Baseline,1132.47
BG31,Bulgaria,Baseline,760.03
BG31,Bulgaria,Baseline,1962.99
BG31,Bulgaria,Baseline,1380.62
BG31,Bulgaria,Baseline,1975.54
BG31,Bulgaria,Baseline,591.05
BG31,Bulgaria,Baseline,1110.09
BG31,Bulgaria,Baseline,1159.29
BG31,Bulgaria,Baseline,1235.87
BG31,Bulgaria,Baseline,692.66
BG31,Bulgaria,Baseline,1313.93
BG31,Bulgaria,Baseline,1472.31
BG31,Bulgaria,Baseline,559.4
BG31,Bulgaria,Baseline,439.59
BG31,Bulgaria,Baseline,445.53
BG31,Bulgaria,Baseline,1189.06
BG31,Bulgaria,Baseline,1365.9
BG31,Bulgaria,Baseline,1097.13
BG31,Bulgaria,Baseline,682.49
BG31,Bulgaria,Baseline,909.58
BG31,Bulgaria,Baseline,1484.38
BG31,Bulgaria,Baseline,1011.62
BG31,Bulgaria,Baseline,675.5
BG31,Bulgaria,Baseline,944.02
BG31,Bulgaria,Baseline,479.28
BG31,Bulgaria,Baseline,249.6
BG31,Bulgaria,Baseline,963.12
BG31,Bulgaria,Baseline,1198.32
BG31,Bulgaria,Baseline,1099.44
BG31,Bulgaria,Baseline,525.26
BG31,Bulgaria,Baseline,396.8
BG31,Bulgaria,Baseline,900.38
BG31,Bulgaria,Baseline,891.16
BG31,Bulgaria,Baseline,252.13
BG31,Bulgaria,Baseline,1236.9
BG31,Bulgaria,Baseline,480.85
BG31,Bulgaria,Baseline,818.48
BG31,Bulgaria,Baseline,649.07
BG31,Bulgaria,Baseline,522.23
BG31,Bulgaria,Baseline,1031.6
BG31,Bulgaria,Baseline,598.44
BG31,Bulgaria,Baseline,1735.07
BG31,Bulgaria,Baseline,1132.06
BG31,Bulgaria,Baseline,723.08
BG31,Bulgaria,Baseline,1645.75
BG31,Bulgaria,Baseline,585.89
BG31,Bulgaria,Baseline,2972.01
BG31,Bulgaria,Baseline,630.45
BG31,Bulgaria,Baseline,791.98
BG31,Bulgaria,Baseline,1278.91
BG31,Bulgaria,Baseline,430.63
BG31,Bulgaria,Baseline,836.85
BG31,Bulgaria,Baseline,263.29
BG31,Bulgaria,Baseline,1197.68
BG31,Bulgaria,Baseline,1388.21
BG31,Bulgaria,Baseline,599.4
BG31,Bulgaria,Baseline,363.39
BG31,Bulgaria,Baseline,521.96
BG31,Bulgaria,Baseline,4267.32
BG31,Bulgaria,Baseline,319.43
BG31,Bulgaria,Baseline,1447.96
BG31,Bulgaria,Baseline,1371.07
BG31,Bulgaria,Baseline,871.18
BG31,Bulgaria,Baseline,1142.79
BG31,Bulgaria,Baseline,1015.06
BG31,Bulgaria,Baseline,1464.02
BG31,Bulgaria,Baseline,423.91
BG31,Bulgaria,Baseline,358.42
BG31,Bulgaria,Baseline,1174.13
BG31,Bulgaria,Baseline,326.68
BG31,Bulgaria,Baseline,648.05
BG31,Bulgaria,Baseline,481.94
BG31,Bulgaria,Baseline,671.29
BG31,Bulgaria,Baseline,1070.82
BG31,Bulgaria,Baseline,146.67
BG31,Bulgaria,Baseline,603.54
BG31,Bulgaria,Baseline,2251.05
BG31,Bulgaria,Baseline,502.57
BG31,Bulgaria,Baseline,260.79
BG31,Bulgaria,Baseline,2113.88
BG31,Bulgaria,Baseline,863.83
BG31,Bulgaria,Baseline,2234.12
BG31,Bulgaria,Baseline,666.84
BG31,Bulgaria,Baseline,174.07
BG31,Bulgaria,Baseline,1342.36
BG31,Bulgaria,Baseline,1004.56
BG31,Bulgaria,Baseline,664.51
BG31,Bulgaria,Baseline,699.97
BG31,Bulgaria,Baseline,952.89
BG31,Bulgaria,Baseline,1196.34
BG31,Bulgaria,Baseline,1611.56
BG31,Bulgaria,Baseline,686.86
BG31,Bulgaria,Baseline,749.56
BG31,Bulgaria,Baseline,1167.97
BG31,Bulgaria,Baseline,1529.77
BG31,Bulgaria,Baseline,762.71
BG31,Bulgaria,Baseline,485.83
BG31,Bulgaria,Baseline,291.05
BG31,Bulgaria,Baseline,3581.81
BG31,Bulgaria,Baseline,677.15
BG31,Bulgaria,Baseline,795.12
BG31,Bulgaria,Baseline,829.1
BG31,Bulgaria,Baseline,600.89
BG31,Bulgaria,Baseline,2209.31
BG31,Bulgaria,Baseline,1828.3
BG31,Bulgaria,Baseline,1465.6
BG31,Bulgaria,Baseline,552.14
BG32,Bulgaria,Baseline,737.96
BG32,Bulgaria,Baseline,740.36
BG32,Bulgaria,Baseline,1556.47
BG32,Bulgaria,Baseline,699.97
BG32,Bulgaria,Baseline,772.98
BG32,Bulgaria,Baseline,845
BG32,Bulgaria,Baseline,260.61
BG32,Bulgaria,Baseline,226.06
BG32,Bulgaria,Baseline,560.32
BG32,Bulgaria,Baseline,461.51
BG32,Bulgaria,Baseline,1377.8
BG32,Bulgaria,Baseline,1181.78
BG32,Bulgaria,Baseline,1626.34
BG32,Bulgaria,Baseline,1003.92
BG32,Bulgaria,Baseline,581.9
BG32,Bulgaria,Baseline,684.24
BG32,Bulgaria,Baseline,620.3
BG32,Bulgaria,Baseline,519.51
BG32,Bulgaria,Baseline,942.56
BG32,Bulgaria,Baseline,912.09
BG32,Bulgaria,Baseline,1962.52
BG32,Bulgaria,Baseline,622.62
BG32,Bulgaria,Baseline,1885.04
BG32,Bulgaria,Baseline,1049.43
BG32,Bulgaria,Baseline,1881.14
BG32,Bulgaria,Baseline,1267.6
BG32,Bulgaria,Baseline,1194.69
BG32,Bulgaria,Baseline,1537.54
BG32,Bulgaria,Baseline,1009.75
BG32,Bulgaria,Baseline,2056.23
BG32,Bulgaria,Baseline,1331.87
BG32,Bulgaria,Baseline,1078.79
BG32,Bulgaria,Baseline,708.01
BG32,Bulgaria,Baseline,1142.69
BG32,Bulgaria,Baseline,780.64
BG32,Bulgaria,Baseline,1682.27
BG32,Bulgaria,Baseline,671.79
BG32,Bulgaria,Baseline,1637.44
BG32,Bulgaria,Baseline,913.75
BG32,Bulgaria,Baseline,1100.2
BG32,Bulgaria,Baseline,519.28
BG32,Bulgaria,Baseline,388.07
BG32,Bulgaria,Baseline,916.54
BG32,Bulgaria,Baseline,925.59
BG32,Bulgaria,Baseline,1003.64
BG32,Bulgaria,Baseline,782.18
BG32,Bulgaria,Baseline,304.93
BG32,Bulgaria,Baseline,814.16
BG32,Bulgaria,Baseline,812.41
BG32,Bulgaria,Baseline,500.67
BG32,Bulgaria,Baseline,314.93
BG32,Bulgaria,Baseline,314.93
BG32,Bulgaria,Baseline,694.79
BG32,Bulgaria,Baseline,981.38
BG32,Bulgaria,Baseline,2906.09
BG32,Bulgaria,Baseline,2787.5
BG32,Bulgaria,Baseline,2934.6
BG32,Bulgaria,Baseline,1521.2
BG32,Bulgaria,Baseline,1309.49
BG32,Bulgaria,Baseline,1408.58
BG32,Bulgaria,Baseline,1327.37
BG32,Bulgaria,Baseline,2707
BG32,Bulgaria,Baseline,861.34
BG32,Bulgaria,Baseline,1685.35
BG32,Bulgaria,Baseline,675.22
BG32,Bulgaria,Baseline,893.72
BG32,Bulgaria,Baseline,863.39
BG32,Bulgaria,Baseline,1249.45
BG32,Bulgaria,Baseline,334.42
BG32,Bulgaria,Baseline,1083.09
BG32,Bulgaria,Baseline,2534.98
BG32,Bulgaria,Baseline,1393.47
BG32,Bulgaria,Baseline,915.08
BG32,Bulgaria,Baseline,1601.97
BG32,Bulgaria,Baseline,1572.66
BG32,Bulgaria,Baseline,3012.8
BG32,Bulgaria,Baseline,548.48
BG32,Bulgaria,Baseline,1634.84
BG32,Bulgaria,Baseline,820.57
BG32,Bulgaria,Baseline,616.86
BG32,Bulgaria,Baseline,1352.72
BG32,Bulgaria,Baseline,888.52
BG32,Bulgaria,Baseline,1071.07
BG32,Bulgaria,Baseline,1097.25
BG32,Bulgaria,Baseline,558.67
BG32,Bulgaria,Baseline,482.66
BG32,Bulgaria,Baseline,1873.89
BG32,Bulgaria,Baseline,343.84
BG32,Bulgaria,Baseline,525.88
BG32,Bulgaria,Baseline,453.83
BG32,Bulgaria,Baseline,1127.55
BG32,Bulgaria,Baseline,389.4
BG32,Bulgaria,Baseline,693.08
BG32,Bulgaria,Baseline,401.15
BG32,Bulgaria,Baseline,772.93
BG32,Bulgaria,Baseline,626.41
BG32,Bulgaria,Baseline,1722.49
BG32,Bulgaria,Baseline,753.18
BG32,Bulgaria,Baseline,1276.19
BG32,Bulgaria,Baseline,1067.77
BG32,Bulgaria,Baseline,533.04
BG32,Bulgaria,Baseline,464.99
BG32,Bulgaria,Baseline,2314.44
BG32,Bulgaria,Baseline,1739.48
BG32,Bulgaria,Baseline,1060.11
BG32,Bulgaria,Baseline,891.72
BG32,Bulgaria,Baseline,933.05
BG32,Bulgaria,Baseline,718.25
BG33,Bulgaria,Baseline,2044.71
BG33,Bulgaria,Baseline,579.45
BG33,Bulgaria,Baseline,1979.96
BG33,Bulgaria,Baseline,516.14
BG33,Bulgaria,Baseline,534.5
BG33,Bulgaria,Baseline,689.5
BG33,Bulgaria,Baseline,740.08
BG33,Bulgaria,Baseline,1320.78
BG33,Bulgaria,Baseline,605.66
BG33,Bulgaria,Baseline,1188.47
BG33,Bulgaria,Baseline,844.78
BG33,Bulgaria,Baseline,1942.68
BG33,Bulgaria,Baseline,208.45
BG33,Bulgaria,Baseline,641.7
BG33,Bulgaria,Baseline,291.63
BG33,Bulgaria,Baseline,788.9
BG33,Bulgaria,Baseline,488.26
BG33,Bulgaria,Baseline,1718.38
BG33,Bulgaria,Baseline,328.58
BG33,Bulgaria,Baseline,442.15
BG33,Bulgaria,Baseline,1587.69
BG33,Bulgaria,Baseline,654.75
BG33,Bulgaria,Baseline,1039.78
BG33,Bulgaria,Baseline,697.12
BG33,Bulgaria,Baseline,345.56
BG33,Bulgaria,Baseline,1453.39
BG33,Bulgaria,Baseline,831.25
BG33,Bulgaria,Baseline,2483.13
BG33,Bulgaria,Baseline,534.53
BG33,Bulgaria,Baseline,753.18
BG33,Bulgaria,Baseline,1073.65
BG33,Bulgaria,Baseline,787.73
BG33,Bulgaria,Baseline,1001.6
BG33,Bulgaria,Baseline,935.49
BG33,Bulgaria,Baseline,312.61
BG33,Bulgaria,Baseline,1246.62
BG33,Bulgaria,Baseline,870.95
BG33,Bulgaria,Baseline,291.46
BG33,Bulgaria,Baseline,455.7
BG33,Bulgaria,Baseline,498.7
BG33,Bulgaria,Baseline,1149.68
BG33,Bulgaria,Baseline,1180.1
BG33,Bulgaria,Baseline,996.82
BG33,Bulgaria,Baseline,683.09
BG33,Bulgaria,Baseline,781.41
BG33,Bulgaria,Baseline,276.84
BG33,Bulgaria,Baseline,1587.97
BG33,Bulgaria,Baseline,666.46
BG33,Bulgaria,Baseline,605.75
BG33,Bulgaria,Baseline,1337.28
BG41,Bulgaria,RCP2.6,3180.55
BG41,Bulgaria,RCP2.6,2272
BG41,Bulgaria,RCP2.6,764.79
BG41,Bulgaria,RCP2.6,2623.26
BG41,Bulgaria,RCP2.6,975.31
BG41,Bulgaria,RCP2.6,2088.06
BG41,Bulgaria,RCP2.6,627.01
BG41,Bulgaria,RCP2.6,1092.69
BG41,Bulgaria,RCP2.6,3638.48
BG42,Bulgaria,RCP2.6,510.25
BG42,Bulgaria,RCP2.6,316.88
BG42,Bulgaria,RCP2.6,946.44
BG42,Bulgaria,RCP2.6,1718.34
BG42,Bulgaria,RCP2.6,2406.68
BG42,Bulgaria,RCP2.6,2406.68
BG42,Bulgaria,RCP2.6,1844.85
BG42,Bulgaria,RCP2.6,1309.9
BG42,Bulgaria,RCP2.6,1250.91
BG42,Bulgaria,RCP2.6,1483.71
BG42,Bulgaria,RCP2.6,1136.74
BG42,Bulgaria,RCP2.6,1996.55
BG42,Bulgaria,RCP2.6,528.46
BG42,Bulgaria,RCP2.6,1300.61
BG42,Bulgaria,RCP2.6,860.72
BG42,Bulgaria,RCP2.6,590.91
BG42,Bulgaria,RCP2.6,912.3
BG42,Bulgaria,RCP2.6,2127.97
BG42,Bulgaria,RCP2.6,2127.97
BG42,Bulgaria,RCP2.6,1110.73
BG42,Bulgaria,RCP2.6,1244.4
BG42,Bulgaria,RCP2.6,949.04
BG42,Bulgaria,RCP2.6,2900.49
BG42,Bulgaria,RCP2.6,1031.79
BG42,Bulgaria,RCP2.6,1169.44
BG42,Bulgaria,RCP2.6,2051.13
BG42,Bulgaria,RCP2.6,1359.24
BG42,Bulgaria,RCP2.6,638.92
BG42,Bulgaria,RCP2.6,1339.92
BG42,Bulgaria,RCP2.6,1459.42
BG42,Bulgaria,RCP2.6,1751.06
BG42,Bulgaria,RCP2.6,324.71
BG42,Bulgaria,RCP2.6,1667.25
BG42,Bulgaria,RCP2.6,1300.85
BG42,Bulgaria,RCP2.6,1354.02
BG42,Bulgaria,RCP2.6,815.51
BG42,Bulgaria,RCP2.6,1998.27
BG42,Bulgaria,RCP2.6,858.71
BG42,Bulgaria,RCP2.6,2333.71
BG42,Bulgaria,RCP2.6,1525.88
BG42,Bulgaria,RCP2.6,549.47
BG42,Bulgaria,RCP2.6,2873.78
BG42,Bulgaria,RCP2.6,828.96
BG42,Bulgaria,RCP2.6,1870.43
BG42,Bulgaria,RCP2.6,788.95
BG42,Bulgaria,RCP2.6,2023.04
BG42,Bulgaria,RCP2.6,1235.14
BG42,Bulgaria,RCP2.6,603.67
BG42,Bulgaria,RCP2.6,2236.45
BG42,Bulgaria,RCP2.6,1742.69
BG42,Bulgaria,RCP2.6,2157.6
BG42,Bulgaria,RCP2.6,1684.1
BG42,Bulgaria,RCP2.6,1145.43
BG42,Bulgaria,RCP2.6,644.72
BG42,Bulgaria,RCP2.6,1606.73
BG42,Bulgaria,RCP2.6,1433.23
BG42,Bulgaria,RCP2.6,1964.03
BG42,Bulgaria,RCP2.6,1172.06
BG42,Bulgaria,RCP2.6,1050.69
BG42,Bulgaria,RCP2.6,919.84
BG42,Bulgaria,RCP2.6,1904.01
BG42,Bulgaria,RCP2.6,1390.19
BG42,Bulgaria,RCP2.6,1368.36
BG42,Bulgaria,RCP2.6,1694.26
BG42,Bulgaria,RCP2.6,1559.84
BG42,Bulgaria,RCP2.6,1490.62
BG42,Bulgaria,RCP2.6,1357.75
BG42,Bulgaria,RCP2.6,1886.16
BG42,Bulgaria,RCP2.6,890.26
BG42,Bulgaria,RCP2.6,472.99
BG42,Bulgaria,RCP2.6,543.78
BG42,Bulgaria,RCP2.6,1425.1
BG42,Bulgaria,RCP2.6,502.81
BG42,Bulgaria,RCP2.6,932.77
BG42,Bulgaria,RCP2.6,727.06
BG42,Bulgaria,RCP2.6,1445.13
BG42,Bulgaria,RCP2.6,689.06
BG42,Bulgaria,RCP2.6,1650.14
BG42,Bulgaria,RCP2.6,1186.21
BG42,Bulgaria,RCP2.6,675.83
BG42,Bulgaria,RCP2.6,835.74
BG42,Bulgaria,RCP2.6,1092.68
BG42,Bulgaria,RCP2.6,1541.62
BG42,Bulgaria,RCP2.6,1132.73
BG42,Bulgaria,RCP2.6,807.74
BG42,Bulgaria,RCP2.6,692.34
BG42,Bulgaria,RCP2.6,809.17
BG42,Bulgaria,RCP2.6,1334.93
BG42,Bulgaria,RCP2.6,1307.24
BG42,Bulgaria,RCP2.6,2835.23
BG34,Bulgaria,RCP2.6,646.35
BG34,Bulgaria,RCP2.6,598.66
BG34,Bulgaria,RCP2.6,1119.84
BG34,Bulgaria,RCP2.6,671.04
BG34,Bulgaria,RCP2.6,792.05
BG34,Bulgaria,RCP2.6,1509.53
BG34,Bulgaria,RCP2.6,758.05
BG34,Bulgaria,RCP2.6,1216.2
BG34,Bulgaria,RCP2.6,1141.3
BG34,Bulgaria,RCP2.6,3485.19
BG34,Bulgaria,RCP2.6,1648.25
BG34,Bulgaria,RCP2.6,961.46
BG34,Bulgaria,RCP2.6,885.99
BG34,Bulgaria,RCP2.6,1098.83
BG34,Bulgaria,RCP2.6,670.15
BG34,Bulgaria,RCP2.6,2312.47
BG34,Bulgaria,RCP2.6,1363.71
BG34,Bulgaria,RCP2.6,845
BG34,Bulgaria,RCP2.6,2781.97
BG34,Bulgaria,RCP2.6,740.73
BG34,Bulgaria,RCP2.6,1092.7
BG34,Bulgaria,RCP2.6,1880.3
BG34,Bulgaria,RCP2.6,1871.43
BG34,Bulgaria,RCP2.6,1871.43
BG34,Bulgaria,RCP2.6,1994.58
BG34,Bulgaria,RCP2.6,944.58
BG34,Bulgaria,RCP2.6,4094.42
BG34,Bulgaria,RCP2.6,1624.3
BG34,Bulgaria,RCP2.6,2261.67
BG34,Bulgaria,RCP2.6,1062.9
BG34,Bulgaria,RCP2.6,2107.21
BG34,Bulgaria,RCP2.6,2208.48
BG34,Bulgaria,RCP2.6,2019.06
BG34,Bulgaria,RCP2.6,1523.12
BG34,Bulgaria,RCP2.6,968.5
BG34,Bulgaria,RCP2.6,2409.15
BG34,Bulgaria,RCP2.6,2060.46
BG34,Bulgaria,RCP2.6,1200.06
BG34,Bulgaria,RCP2.6,1267.44
BG34,Bulgaria,RCP2.6,1691.86
BG34,Bulgaria,RCP2.6,1691.54
BG34,Bulgaria,RCP2.6,1846.16
BG34,Bulgaria,RCP2.6,1713.78
BG34,Bulgaria,RCP2.6,1138.1
BG34,Bulgaria,RCP2.6,935.19
BG34,Bulgaria,RCP2.6,2499.8
BG34,Bulgaria,RCP2.6,549.87
BG34,Bulgaria,RCP2.6,252.74
BG34,Bulgaria,RCP2.6,768.57
BG34,Bulgaria,RCP2.6,396.46
BG34,Bulgaria,RCP2.6,371
BG34,Bulgaria,RCP2.6,451.38
BG34,Bulgaria,RCP2.6,809.81
BG34,Bulgaria,RCP2.6,199.46
BG34,Bulgaria,RCP2.6,363.62
BG34,Bulgaria,RCP2.6,802.72
BG34,Bulgaria,RCP2.6,616.08
BG34,Bulgaria,RCP2.6,319.31
BG34,Bulgaria,RCP2.6,414.69
BG31,Bulgaria,RCP2.6,2900.79
BG31,Bulgaria,RCP2.6,1155.27
BG31,Bulgaria,RCP2.6,3175.22
BG31,Bulgaria,RCP2.6,2976.52
BG31,Bulgaria,RCP2.6,1899.39
BG31,Bulgaria,RCP2.6,2442
BG31,Bulgaria,RCP2.6,2355.94
BG31,Bulgaria,RCP2.6,3276.63
BG31,Bulgaria,RCP2.6,1598.9
BG31,Bulgaria,RCP2.6,3768.19
BG31,Bulgaria,RCP2.6,1783.8
BG31,Bulgaria,RCP2.6,779.7
BG31,Bulgaria,RCP2.6,1996.24
BG31,Bulgaria,RCP2.6,3913.8
BG31,Bulgaria,RCP2.6,997.29
BG31,Bulgaria,RCP2.6,1615.66
BG31,Bulgaria,RCP2.6,934.35
BG31,Bulgaria,RCP2.6,1936.37
BG31,Bulgaria,RCP2.6,1925.79
BG31,Bulgaria,RCP2.6,3717.72
BG31,Bulgaria,RCP2.6,1564.18
BG31,Bulgaria,RCP2.6,1910.67
BG31,Bulgaria,RCP2.6,1204.16
BG31,Bulgaria,RCP2.6,991.12
BG31,Bulgaria,RCP2.6,1054.28
BG31,Bulgaria,RCP2.6,1737.64
BG31,Bulgaria,RCP2.6,1618.76
BG31,Bulgaria,RCP2.6,3418.21
BG31,Bulgaria,RCP2.6,1987.66
BG31,Bulgaria,RCP2.6,2784.38
BG31,Bulgaria,RCP2.6,2969.47
BG31,Bulgaria,RCP2.6,2354.46
BG31,Bulgaria,RCP2.6,2575.66
BG31,Bulgaria,RCP2.6,3644.32
BG31,Bulgaria,RCP2.6,1958.02
BG31,Bulgaria,RCP2.6,1343.41
BG31,Bulgaria,RCP2.6,930.89
BG31,Bulgaria,RCP2.6,1447.17
BG31,Bulgaria,RCP2.6,1343.01
BG31,Bulgaria,RCP2.6,1473.29
BG31,Bulgaria,RCP2.6,1211.35
BG31,Bulgaria,RCP2.6,2174.96
BG31,Bulgaria,RCP2.6,3187.08
BG31,Bulgaria,RCP2.6,3401.12
BG31,Bulgaria,RCP2.6,1568.72
BG31,Bulgaria,RCP2.6,1133.07
BG31,Bulgaria,RCP2.6,1452.84
BG31,Bulgaria,RCP2.6,1986.49
BG31,Bulgaria,RCP2.6,3546.87
BG31,Bulgaria,RCP2.6,1155.04
BG31,Bulgaria,RCP2.6,1724.27
BG31,Bulgaria,RCP2.6,1174.86
BG31,Bulgaria,RCP2.6,997.52
BG31,Bulgaria,RCP2.6,1950.6
BG31,Bulgaria,RCP2.6,3158.21
BG31,Bulgaria,RCP2.6,1181.16
BG31,Bulgaria,RCP2.6,1082.23
BG31,Bulgaria,RCP2.6,2199.63
BG31,Bulgaria,RCP2.6,2562.11
BG31,Bulgaria,RCP2.6,2853.36
BG31,Bulgaria,RCP2.6,1632.9
BG31,Bulgaria,RCP2.6,1043.56
BG31,Bulgaria,RCP2.6,626.52
BG31,Bulgaria,RCP2.6,1347.74
BG31,Bulgaria,RCP2.6,1430.86
BG31,Bulgaria,RCP2.6,1178.63
BG31,Bulgaria,RCP2.6,1453.97
BG31,Bulgaria,RCP2.6,2167.81
BG31,Bulgaria,RCP2.6,2580.98
BG31,Bulgaria,RCP2.6,787.22
BG31,Bulgaria,RCP2.6,1923.28
BG31,Bulgaria,RCP2.6,1471.21
BG31,Bulgaria,RCP2.6,607.44
BG31,Bulgaria,RCP2.6,2808.28
BG31,Bulgaria,RCP2.6,1949.14
BG31,Bulgaria,RCP2.6,740.61
BG31,Bulgaria,RCP2.6,930.94
BG31,Bulgaria,RCP2.6,1730.21
BG31,Bulgaria,RCP2.6,2297.23
BG31,Bulgaria,RCP2.6,1170.1
BG31,Bulgaria,RCP2.6,1375.46
BG31,Bulgaria,RCP2.6,3168.48
BG31,Bulgaria,RCP2.6,725.05
BG31,Bulgaria,RCP2.6,2472.35
BG31,Bulgaria,RCP2.6,1412.91
BG31,Bulgaria,RCP2.6,1836.88
BG31,Bulgaria,RCP2.6,1228.01
BG31,Bulgaria,RCP2.6,1798.61
BG31,Bulgaria,RCP2.6,1930.44
BG31,Bulgaria,RCP2.6,1850.53
BG31,Bulgaria,RCP2.6,1553.22
